DATE,GDP,USJO,USE,USU,USP,FFR,Inflation,DJIA,GSADF_Stat,Log_GDP,Log_DJIA,Log_USJO,Log_USU,Log_USP,Log_Inflation
2019-04-01,5146132.0,6537.0,157899.0,5942.0,330245.0,2.396666667,255.2473333,25928.68,3.1868281665716696,15.453755922485907,10.163104970950785,8.78523362361273,8.689801056022553,12.70759008222454,5.542233009585695
2019-07-01,5204395.3,6392.0,158673.0,5919.666667,330729.0,2.19,256.0893333,26599.96,3.640140027925712,15.465014076529043,10.188664991009261,8.76280248744611,8.686035420042796,12.709054587898004,5.545526341810935
2019-10-01,5237772.0,6504.0,157513.3333,5864.0,331208.0,1.643333333,257.888,26916.83,3.6378518682643137,15.471406775038274,10.200507020509837,8.780172651227646,8.676587243566487,12.710501855790897,5.5525253821421
2020-01-01,5166388.3,6347.0,137554.3333,6260.0,331537.0,1.26,258.7673333,28538.44,4.083685771769132,15.45768441435057,10.25900722941077,8.75573753930647,8.741935464094144,12.71149469625601,5.555929330934977
2020-04-01,4758707.5,3995.0,146240.6667,20560.33333,331715.0,0.06,256.326,21917.16,1.5978010529928117,15.37548665572223,9.99502517062427,8.292798858200374,9.931118931986317,12.712031445498448,5.546450071845726
2020-07-01,5127946.3,5673.0,149950.6667,14154.0,331887.0,0.093333333,259.2416667,25812.88,2.289051829941851,15.450215805608936,10.158628871144664,8.643473357326567,9.55775254863573,12.712549828516739,5.557760702716444
2020-10-01,5181032.0,6105.0,150205.6667,10832.33333,332060.0,0.09,261.0496667,27781.7,3.315170458758265,15.460514822191671,10.232132809540383,8.716863386544805,9.290290767389074,12.713070954461777,5.564710683088843
2021-01-01,5247635.3,6413.0,151439.0,9974.0,332005.0,0.08,263.6703333,30606.48,3.607330747320762,15.473288114051059,10.328967030227375,8.766082459148864,9.207736986106068,12.712905308026185,5.574699585323964
2021-04-01,5327386.0,8331.0,153322.6667,9532.666667,332166.0,0.07,268.6226667,32981.55,3.961425776752523,15.488371244321455,10.403703593189926,9.027738775974909,9.16247977565965,12.713390122940277,5.593307668838398
2021-07-01,5370770.8,10055.0,155378.6667,8239.0,332497.0,0.09,272.89,34502.51,4.171111608467715,15.496481994359476,10.448787353996224,9.215825302206753,9.01663425631559,12.714386116480952,5.609068783583762
2021-10-01,5461900.5,10391.0,157604.3333,6760.666667,332802.0,0.08,278.6803333,33843.92,3.933022305424104,15.513307364079447,10.42951464625481,9.248695325852646,8.818876783553137,12.715302997526518,5.63006536615661
2022-01-01,5434717.8,10219.0,158106.0,6273.666667,332991.0,0.12,284.826,36338.3,4.4676560624346715,15.508318154466325,10.50062756044866,9.23200401161221,8.744116258075586,12.715870741570317,5.651878467505779
2022-04-01,5427040.0,10730.0,158644.6667,5994.666667,333320.0,0.77,291.7063333,34678.35,3.9416578233644484,15.506904423573014,10.453870851907945,9.280798835624744,8.698625464080912,12.716858268496143,5.675747588328073
2022-07-01,5462783.5,10350.0,158838.0,5840.333333,333762.0,2.19,295.509,30775.43,2.338816712351106,15.513469016352762,10.33447192333522,9.244741798693514,8.672543151761904,12.718183443106408,5.688699293235144
2022-10-01,5497495.3,9538.0,160425.6667,5868.0,334201.0,3.653333333,298.441,28725.51,1.1935938142826474,15.519803146476628,10.265540857128537,9.16303909885817,8.677269139262872,12.71949788735918,5.698572258354971
2023-01-01,5528082.3,9348.0,160891.0,5849.0,334547.0,4.516666667,301.203,33147.25,2.4956006129326833,15.525351532162524,10.40871503591352,9.142917695658749,8.674025985443025,12.720532656901291,5.707784456035499
2023-04-01,5556337.5,8864.0,161419.6667,5943.0,334934.0,4.99,303.4666667,33274.15,2.5625205668581934,15.530449726151849,10.41253609823381,9.089753408987065,8.68996933536666,12.72168877647184,5.7152717748137984
2023-07-01,5622673.0,7820.0,161443.0,6197.0,335430.0,5.26,306.0343333,34407.6,2.705904543494152,15.542317731573014,10.446032749192558,8.964439833539357,8.731820582962108,12.723168569809523,5.723697295985192
2023-10-01,5668214.8,7718.0,161195.3333,6324.333333,335923.0,5.33,308.099,33507.5,2.458711472380514,15.550384776040056,10.419524573352652,8.951310542097564,8.752159906143318,12.724637246015982,5.730421159897906
