DATE,NGDPDSAIXARQ,NGDPDSAIXAUQ,NGDPDSAIXBRQ,NGDPDSAIXCAQ,NGDPDSAIXDEQ,NGDPDSAIXESQ,NGDPDSAIXFRQ,NGDPDSAIXGBQ,NGDPDSAIXIDQ,NGDPDSAIXITQ,NGDPDSAIXJPQ,NGDPDSAIXKRQ,NGDPDSAIXMXQ,NGDPDSAIXPLQ,NGDPDSAIXTRQ,NGDPDSAIXUSQ,NGDPDSAIXZAQ,NGDPNSAXDCARQ,NGDPNSAXDCAUQ,NGDPNSAXDCBRQ,NGDPNSAXDCCAQ,NGDPNSAXDCDEQ,NGDPNSAXDCESQ,NGDPNSAXDCFRQ,NGDPNSAXDCGBQ,NGDPNSAXDCIDQ,NGDPNSAXDCINQ,NGDPNSAXDCITQ,NGDPNSAXDCJPQ,NGDPNSAXDCKRQ,NGDPNSAXDCMXQ,NGDPNSAXDCPLQ,NGDPNSAXDCRUQ,NGDPNSAXDCSAQ,NGDPNSAXDCTRQ,NGDPNSAXDCUSQ,NGDPNSAXDCZAQ,NGDPRNSAXDCARQ,NGDPRNSAXDCAUQ,NGDPRNSAXDCBRQ,NGDPRNSAXDCDEQ,NGDPRNSAXDCESQ,NGDPRNSAXDCFRQ,NGDPRNSAXDCGBQ,NGDPRNSAXDCIDQ,NGDPRNSAXDCINQ,NGDPRNSAXDCITQ,NGDPRNSAXDCJPQ,NGDPRNSAXDCKRQ,NGDPRNSAXDCMXQ,NGDPRNSAXDCPLQ,NGDPRNSAXDCRUQ,NGDPRNSAXDCSAQ,NGDPRNSAXDCTRQ,NGDPRNSAXDCUSQ,NGDPRNSAXDCZAQ,NGDPRSAXDCARQ,NGDPRSAXDCAUQ,NGDPRSAXDCBRQ,NGDPRSAXDCCAQ,NGDPRSAXDCDEQ,NGDPRSAXDCESQ,NGDPRSAXDCFRQ,NGDPRSAXDCGBQ,NGDPRSAXDCIDQ,NGDPRSAXDCITQ,NGDPRSAXDCJPQ,NGDPRSAXDCKRQ,NGDPRSAXDCMXQ,NGDPRSAXDCPLQ,NGDPRSAXDCSAQ,NGDPRSAXDCTRQ,NGDPRSAXDCUSQ,NGDPRSAXDCZAQ,NGDPSAXDCARQ,NGDPSAXDCAUQ,NGDPSAXDCBRQ,NGDPSAXDCCAQ,NGDPSAXDCDEQ,NGDPSAXDCESQ,NGDPSAXDCFRQ,NGDPSAXDCGBQ,NGDPSAXDCIDQ,NGDPSAXDCITQ,NGDPSAXDCJPQ,NGDPSAXDCKRQ,NGDPSAXDCMXQ,NGDPSAXDCPLQ,NGDPSAXDCTRQ,NGDPSAXDCUSQ,NGDPSAXDCZAQ
2001-07-01,,70.9938086676,48.1883399460,80.8338926532,90.8104375943,77.8799265466,85.7702433966,80.7345802503,43.0599630258,82.2710022540,110.5321837091,81.2757921115,60.7719334179,78.7836393512,35.6708696898,83.1855687563,52.4653270070,,183066,332524.4,291890,547220,171995,376808.5,289988,,,317628.9,129141200,179813600,1875541.0,194162.3,2481202.3,,70704.551,2651366,295577.6,,333356,202464.1,600288.46708585,222802.75311175,438299.44723642,420108,,,389414.96386609,120260100,238124700,4440265.8,246590.80518092,,,201654.00711945,,734714.4,,334561,198626.3,390953.0,598800.67895770,227179.19315387,451634.96457361,417085,1064723800,397042.86407790,120398075,238138800,4430958.3,249945.58653616,,184653.82722596,3553629,726228.4,,184236,329768.6,284701,543762,176927,387359.7,288266,458355800,326644,131765425,179424000,1870162.8,196899.1,65840.418724,2649505.0,292943.7
2001-10-01,,71.1088436330,49.4434619605,80.1953302895,91.7425823475,78.7145521304,86.3381441524,80.4794406401,43.1275198314,83.0225787874,110.2727939489,79.5966056158,61.3823053678,79.1937653834,39.1281652063,83.4464209286,53.7729611884,,195987,347037.6,288097,562710,185971,398231.3,291664,,,352931.0,137708700,185242500,1866557.4,216852.1,2468218.0,,73554.948,2711715,303784.2,,354110,200109.7,610744.03028704,237254.35067017,461178.17902575,424189,,,409448.29367322,124038500,251484900,4381723.6,275303.46630358,,,189616.64945469,,742839.7,,338710,197952.5,393297.8,598243.05161030,228725.16413649,449655.05272412,418445,1079803500,396325.07287526,119969300,242336200,4392314.6,250018.19611144,,181546.29486113,3563393.5,731815.4,,186823,337210,284146,548832,180040,388215.1,288292,465576800,329032.1,130988050,178814200,1872472,197981.6,71006.392071,2665116.3,302554.8
2002-01-01,,72.1378926151,50.8797672938,80.5734378915,91.8360910934,79.5579914837,86.8520837261,81.4232574057,43.8162701356,83.9065354388,110.3981042990,82.5162571264,61.5252849512,80.2703727258,42.1778308059,83.7093827891,56.7635788795,,184630,342296.7,278499,531010,177793,390789.0,289126,,,315469.3,128493900,182815100,1827368.9,189879.4,2260256.1,,69685.583,2631119,317361.7,,330182,195252.5,579307.65031896,222479.64020542,451381.37190196,416702,,,385302.85883160,119181400,237385400,4269794.3,235719.94722857,,,168645.51474470,3501118,723732.1,,341227,202241.8,399048.5,595176.22097281,229710.40995242,452304.21013949,419534,1092967400,397214.45662752,120189250,248502400,4365789.4,251656.32763043,,188404.35599991,3593196.3,739763,,190935,354524.8,289660,546575,182753,392826.8,292432,478778600,333281.6,131377325,190090000,1865499.4,201987.9,79432.046647,2695875.0,322850.1
2002-04-01,,72.1178732170,52.4415230171,81.9841719069,91.4014020250,80.3855293447,87.1216221533,81.9452677101,44.4081290601,84.3247720357,109.2337952962,83.3027761407,63.4782568085,79.6616154304,43.9791376221,84.0017131927,58.2449525511,,192763,367362.8,297094,539780,189754,395949.4,292821,,,337729.4,129865400,195025500,1985356.3,198461.7,2526946.9,,84198.133,2721842,336997.3,,344088,203699.3,594084.83611379,234442.77128828,454512.39691108,413870,,,403922.14982073,118296000,254479200,4504204.8,247957.85776572,,,194052.56307008,3608496,753911.5,,347237,203989.3,401406.3,597755.13228798,231596.39513186,454168.76480613,421587,1107016700,398617.20690569,121149175,253005600,4410434.6,253447.48778054,,196536.67073141,3615212,749149.5,,194244,368564.3,296473,546345,186170,395670.3,295747,491483300,336125.7,131029975,195379400,1944397.6,201882.8,86399.429896,2721865.0,335479.0
2002-07-01,,72.9291495149,53.1067416435,82.5323207430,92.2440154695,81.0775437925,87.5336878693,82.3435524966,45.1569655152,85.0062440074,108.9050089657,82.4324662231,64.4265039759,79.8425055393,47.3194409465,84.4037597871,59.4471781173,,196560,379794.5,308927,560270,183547,391053.1,302389,,,331950.2,128469000,197296000,1992895.5,200992.1,2982270.1,,102394.116,2751463,348665.4,,347451,210916.4,605098.02357864,228577.02929635,445379.97495769,430576,,,393407.49978757,121387900,257558000,4456999.5,253008.97757138,,,215867.43601814,3650253,760843.3,,348103,206024.1,404877.3,600682.58372860,233025.05127464,456410.88720359,424425,1121225600,399332.45808702,121542725,258120900,4453511.3,255894.36538829,,199222.28149867,3629908.3,757628.6,,196919,376962.6,301036,554082,188931,399504.3,299185,506185700,339450.1,131059950,197247100,1992717.9,204294.7,94231.930204,2746010.0,346279.0
2002-10-01,,73.5462076266,54.1771871801,83.5781555527,92.5005060645,81.6539221967,88.0176355146,83.0437249730,45.6282311875,85.0784209145,108.6557514002,83.5127073447,65.2805344975,79.6924958299,50.1729617728,84.8935344940,60.6238615092,,209002,399333.2,309174,567060,198458,410036.3,307103,,,365110.0,137650400,209604700,2022137.3,222880.7,3017323.3,,105831.816,2824686,357654.9,,366059,210460.6,610953.13823423,243600.28815060,465990.50331081,432123,,,413831.14607769,125818200,271159800,4458601.1,280979.52443372,,,210776.26924659,3712845,771986.3,,350960,208261.0,407101.0,599846.17956079,234768.86677529,456369.82622979,427725,1133346900,400652.89286030,121870275,260953400,4462817.3,257146.57840925,,203472.95841523,3634395,763932,,200215,388736.2,306525,554849,191698,401676.9,304075,516997700,340861.7,131112375,202024800,2023352.3,204908.7,102046.240879,2765358.3,356071.2
2003-01-01,,74.2164478707,57.6151626175,84.7418374036,92.9573353350,82.4499378324,88.2166014864,83.3612749450,47.4463228645,86.1981234476,107.9462642222,85.1292833561,66.0192897401,79.8464385307,54.0525348430,85.3091709969,61.3917988250,,195041,397241.6,301290,535480,190914,401303.5,306551,,,325872.5,127481100,196663600,2023404.8,194803.2,2867613.2,,97161.196,2743734,357617.0,,338683,200459.9,576658.90972970,230586.29447698,455856.62481002,432341,,,386892.53536320,121043500,247351600,4402394.0,242755.89719186,,,179944.02039074,3582767,746942.3,,351593,207507.3,409366.0,590941.67496184,236968.02292548,456806.71499100,430832,1148138300,399453.62651022,121952700,259233300,4460000.1,258153.44358239,,203643.06322808,3653535.3,768781.2,,202404,411908.5,312522,549312,195380,402970.3,307455,544614100,344314,130344350,204578000,2044958.1,206108.4,110028.770306,2793532.3,362870.5
2003-04-01,,74.6360486686,59.3759646265,84.0252879464,92.9601865707,83.6582667002,88.8330099228,84.1104762357,46.7063533711,87.0012950410,107.8578881375,86.0360574887,65.7795582518,80.3202072234,56.2358768290,85.6094215596,62.1563029585,,202504,418987.3,309049,541560,202759,403401.8,307243,,,347815.2,130111600,205785300,2063458.7,207707.9,3097561.0,,112310.402,2831413,368052.2,,351630,205290.7,585859.79760747,240881.16876959,455662.82567496,423380,,,403047.25387187,119975900,260380100,4520659.0,257828.90739569,,,201014.27780006,3680929,778102.3,,353166,205533.1,408772.3,591569.00112101,238216.73003427,455651.11426725,434837,1161156600,399029.91332848,122784200,258833700,4467854.0,262551.66866188,,204327.96979066,3685891.8,772535.7,,204459,420458.4,309430,549912,199288,404759.5,313102,542199200,347153.6,131125625,206438400,2041120.4,210863.7,114858.162359,2828191.5,369183.5
2003-07-01,,75.1104850192,60.9987760514,85.1039718331,93.4187355860,84.2467195042,89.3202714796,84.5365706195,47.1365520555,88.1244107645,107.5036132095,85.6323587138,66.3185981567,80.2339758853,57.3877366250,86.0988407856,62.8165548803,,208051,439349.8,322993,562930,196507,401535.8,318175,,,343641.9,128457500,209454400,2052577.3,208842.8,3635337.1,,131066.306,2886905,378384.0,,357500,212237.1,600636.99261573,235068.11903623,448124.46440381,441383,,,393376.45509261,122907600,262915200,4464786.3,261495.67721650,,,228677.45314458,3753431,783699.9,,359071,207338.1,410300.5,596099.69107203,239788.55004940,460064.25111697,438710,1173320800,398758.50734951,123154400,263836100,4469309.2,265893.28961461,,210153.79421806,3747195.5,776728.1,,209199,435743.4,314574,556857,202014,410921.4,317491,552925600,351395.9,131088975,209440800,2058516.9,213318.2,120552.689713,2891667.3,375129.9
2003-10-01,,75.6538706640,62.2730227399,85.5028547446,93.5126303197,85.0108615345,89.6544279532,84.6130711651,47.5791850058,87.6416379735,106.7680995468,86.4047358746,67.5305274497,80.9980304778,58.5591490628,86.6235459032,63.8023642295,,225179,462371.6,321415,571600,212086,424425.8,326365,,,377363.6,137918500,225461800,2120092.4,235798.2,3681253.0,,131633.871,2994399,386345.8,,383264,211699.6,609489.36417705,250269.33853735,472584.21456069,449447,,,415360.14434187,128197100,282056200,4511478.6,291188.05935826,,,225197.42670668,3860185,790509.7,,365360,209666.1,413121.0,597772.55468759,241832.61200455,462041.55438695,442172,1184885000,402463.73989300,124491850,270800000,4509982.5,267865.36939786,,216506.77089895,3790690,781209.3,,214403,449840.7,318221,558981,205584,414231.4,320286,563618600,352718.1,131605975,216907900,2115211,216946.8,126732.152930,2943058.5,383215.2
2004-01-01,39.0169878959,76.5667855198,63.0629473511,86.4415666142,93.8891445951,85.9788457348,89.9809427431,84.9516176778,49.2407761530,88.4562871698,106.5832872839,87.4690065509,69.2876541362,82.4292440093,60.9223258787,87.2418596535,65.1409705340,109799.0,210674,444783.5,312726,550180,203839,420365.2,320818,,,337822.7,129732300,213471200,2182693.5,214304.7,3508744.7,,119544.459,2924602,391975.3,115092.4,354332,208233.9,586208.32313736,236991.88357087,466668.89689327,441860,,,390883.37793768,124842200,261589100,4546248.1,260179.12188024,,,199676.50124194,3741640,774936.4,118977.0,368052,212727.8,416125.0,596726.98959122,243304.01847033,466617.29269291,443853,1198807300,403414.17823116,125404450,274198000,4569718.1,274002.69142368,,222469.98007360,3812170,793035.1,114909.9,218589,462199.1,324054,560250,209190,419857.2,322790,590155400,356837.4,132341250,222334900,2198993.6,225838.7,135477.902448,2980861.8,397178.0
2004-04-01,41.5774353689,77.1978798237,64.2936048758,87.5338816293,94.3619077787,86.4348401557,90.1657379905,86.2573769011,50.6683480904,89.6615515522,106.2221000325,88.3414126727,71.2385111781,83.1095898167,62.2980074871,87.9458947349,65.9578717279,127374.7,220185,481795.0,330441,560160,217083,424598.2,324533,,7225300,365273.0,130855300,225589800,2320495.4,226018.2,3989974.2,,138988.009,3032386,405154.2,128598.9,368028,218240.9,596733.57670305,248312.76561530,471580.82581853,437609,,11733600,410632.69582335,122558600,277912900,4692565.4,271429.31367569,,,224641.66436180,3837587,807131.2,117564.6,370641,218444.0,421055.5,599793.92157529,245696.04817076,469284.03386647,446443,1213143900,404747.21903605,125424750,276291500,4631243.9,276302.86236077,,227649.75060225,3841712.5,804117.4,120997.1,221941,483880.9,332037,565965,212367,423123.9,329664,614527300,362894.7,131914125,226266900,2291348.7,229614.2,141762.677810,3028203.8,407778.8
2004-07-01,40.0566857989,77.7422044960,65.7904955546,88.0307955583,94.3665615422,87.3054549483,90.5491691901,86.4106364065,51.8995501838,89.6651039559,106.1374084814,88.9910665703,72.7672236103,84.8374612645,64.7260326198,88.5039513877,66.4591557127,122115.6,224575,505252.3,347162,570660,210474,418368.8,335883,,7466700,355941.1,129991700,229235500,2327980.4,228868.4,4702765.1,,161374.936,3069688,422079.1,120288.0,372100,226157.4,603285.73320499,243247.34943752,460951.14614071,456269,,11859400,400074.67729207,125923600,276493000,4615345.8,269971.49623901,,,247853.19572624,3879617,823047.4,123444.6,373248,220935.7,426033.8,598539.30611026,248008.54238656,471041.63677312,448171,1227905800,404542.70028447,126191950,277412100,4627380.4,276098.04943589,,230217.02633429,3878154.8,817265.7,122401.8,225078,500794.6,337870,564809,216525,426514.7,331528,637119300,362725.7,132615200,228855300,2338566.4,234214.2,148948.797163,3076326.8,417596.3
2004-10-01,40.9394645825,78.4814493942,66.5294738279,88.4088765458,94.3629550248,88.6573159840,91.0734903699,87.8189305759,53.1067582120,90.5052296667,106.2343588795,89.1424770436,74.0883206511,86.8119763289,66.9915127892,89.1900574548,67.6913336690,125826.0,239768,525920.4,345402,581520,228041,440686.6,341403,,8425900,393282.3,138821600,240142800,2417220.6,263900.2,4921850.4,,162945.395,3190521,433225.5,121135.9,393343,224844.8,614508.02861703,258132.41538721,484878.19020051,453193,,13303400,419843.18644371,129558000,291421200,4683348.2,304170.87405897,,,244441.54394015,3990913,835296.6,125129.1,376142,222879.6,429108.5,598051.37757462,249674.81078970,474019.28197887,450464,1262459900,405870.28474732,125954075,279514700,4676900.4,278952.60052325,,233952.26230602,3917720,825993.5,126806.4,228980,510875.4,341770,564327,221355,431696.2,338655,670285000,367325.8,132486125,230982200,2406503.9,242143.2,156663.421396,3131803.5,429881.0
2005-01-01,41.9486430468,79.3162820033,67.2430309871,88.9538350240,94.5586927983,89.1674930057,91.4772715776,87.8807247272,54.7648566499,90.6915777667,105.6785707777,89.2541271406,74.5302608123,86.1976111995,66.0403381471,89.9019585384,68.5240721687,127675.9,224379,499710.4,334172,550540,219751,433751.1,340334,,8738300,348153.8,129969300,224035800,2362526.1,230098.9,4500062.1,279776.7,142588.340,3111329,430827.4,123400.6,364583,216947.1,582235.20764676,244635.24364443,473639.77256155,452203,,13824500,391551.87370248,126229300,269327000,4567925.3,267387.11587632,,,218847.60925154,3867076,817146.7,128712.7,378995,224325.7,430611.3,597998.93532260,252125.49791005,475299.12837863,453784,1272698700,404787.01270298,126597550,281893100,4688364.2,280967.72541963,,244737.34839168,3961181.8,834390.5,133653.4,233171,519705,345081,565448,224814,434780.9,341391,696818500,367099.7,132466300,233239400,2426792.7,242166.4,161558.611274,3191821.5,439593.3
2005-04-01,44.1066835663,80.5992164722,68.4948623160,89.5493673308,94.5833308993,90.1978312505,92.0584071807,89.0046679916,56.7855353507,90.9380734927,105.1605164948,89.0206361538,75.3923500363,87.5415921558,67.8078734744,90.5499399527,69.1486316815,151442.9,236720,535557.4,349238,568040,235008,442948.8,344185,,8223800,374129.2,131632900,235823700,2515002.1,242441.3,5112227.3,300987.1,163510.888,3232051,450026.5,145417.1,379247,228007.2,603494.84115218,258159.25861328,481455.79022062,447779,,12815900,414668.50616810,124613100,288655800,4804673.1,275723.25374357,,,242385.67623440,3972818,849011.8,131804.3,380888,228091.2,433723.5,601205.34785013,254366.41018968,476376.76155919,457557,1287273700,408199.67242338,127587100,287212600,4686420.5,282198.64830904,,245770.53027652,3980695.5,849364.1,143904.6,238126,538266.2,349902,568628,229433,438535,348632,730803700,371200.8,132847275,237019100,2453845.6,247019.7,166582.932821,3230664.0,451560.6
2005-07-01,45.0915825831,81.6425988541,70.4687475604,90.8403656063,94.6072919406,91.0745168515,92.3221907543,89.1520398316,58.5341822899,91.2804198776,104.7326766739,89.4962814811,76.7665202406,87.0077213471,69.0674006217,91.3751843280,70.3086915811,147554.9,243231,552859.2,368347,578390,226691,432449.5,351412,,8404100,366108.9,130894800,242709800,2515521.1,244647.8,5969890.5,322050.7,186658.293,3306451,472308.1,128674.4,383430,230940.5,610395.51397058,251992.27597329,468002.40111126,464074,,12860700,405897.62724333,128461400,290326600,4720813.5,281030.02168226,,,267862.20675768,4040686,867946.4,132522.3,384920,225635.0,438979.8,606293.80334845,256827.03924562,479555.94368575,461135,1301458200,411108.65532873,128871350,291536100,4735833.4,287579.38041990,,249240.73953168,4011896.8,860946.2,147919.4,243762,547814.6,359248,573586,233904,442726.6,351940,761608700,375253.5,133638550,241872500,2524916.2,250194.5,172072.994030,3285660.5,465397.0
2005-10-01,46.9936980886,82.7448506630,71.6017737364,91.9778614661,94.7856041285,92.2154550401,92.8849627612,89.5415438287,64.1378723680,92.5715159359,104.5916177726,89.8608750919,77.3664889317,85.7347217608,69.9603337962,92.1257349353,71.8570685556,155864.5,260614,582457.6,369833,591340,245907,456755.3,362818,,9591900,405243.5,140018600,254878500,2606549.6,273342.5,6153680.9,327956.9,187518.326,3389367,483839.5,130563.8,405542,229680.2,622036.03449042,267931.18709441,492318.87902622,473871,,14497100,422575.87219883,132650200,306820200,4835839.1,320386.25664046,,,269942.04133265,4107378,877304.9,135016.7,387994,228949.1,443339.5,609221.44826891,259399.01798004,482606.72573189,465451,1319954100,411268.11222105,129107075,294487800,4823565.8,292621.14388614,,257482.64264795,4034183.5,866709,157060.8,249026,564798.2,367359,577442,239206,448259,356786,846380200,380708.8,133702675,245316700,2591789.9,250856.1,180061.309182,3331051.0,478830.0
2006-01-01,49.0867240637,83.6565210846,71.8696709884,91.6446599203,94.6389660986,92.8514573897,93.3419768144,90.2033952981,64.6502313264,92.3559135132,104.3609323305,88.8793924833,78.5573429707,86.6427523149,70.5683188471,92.7785965518,71.6881002975,160890.6,241841,554270.5,355187,574770,238368,452347.4,360002,,10069300,363324.0,131559900,236667500,2637645.8,244896.2,5790045.6,351824.3,162557.040,3333266,479550.0,133087.1,373502,226230.5,607189.13990425,255946.18375327,485911.91440050,467845,,15256400,402009.13808739,129409400,286486300,4840632.7,282529.50167391,,,232963.71213677,4003482,858816.8,138552.4,388523,232704.7,446939.0,615128.58149566,262383.58704102,486202.79751006,467840,1337393600,411911.49020726,129304975,299314800,4917429.7,297072.26889947,,260431.16205019,4088458.8,881938.5,168352.2,252113,576210.8,369000,582139,243627,453821.1,361268,864413300,380416.3,133612275,246614400,2682894.8,257369.2,183705.979637,3399790.0,486098.1
2006-04-01,49.7584337955,84.5350225178,72.8811001940,92.5121121956,95.0128686285,93.9901740801,93.7664325757,91.2904161872,65.5189542288,93.1480772371,104.1113517839,88.7851271359,80.4870939108,86.3289686789,73.6846615345,93.5888799089,73.5962192339,181997.3,253899,581976.9,371292,586070,254165,461837.0,361236,,9356400,388653.0,131961600,246819200,2806893.1,256604.7,6402226.9,362661.3,194686.248,3460990,500491.8,153519.1,388385,233213.3,619805.50979555,268201.60774217,491710.04445535,458215,,13765000,420156.54971314,126299000,302612700,5029029.8,296769.63276553,,,265088.95309549,4116718,890003.2,140330.7,389422,233193.8,447162.5,625653.76543128,264943.63545275,491258.80428836,469655,1354469300,414981.99965192,129507975,301501600,4961233.5,303980.03337125,,268364.21322203,4099037.8,894464.2,172846.3,255350,585548,372679,594439,249021,460625.5,367040,887213700,386539.3,133502000,248152700,2773285.7,262400,197661.582116,3438356.0,506124.1
2006-07-01,51.1321470048,85.6998863865,75.0187413453,93.1324133951,95.0086600355,94.7651892967,94.4355853114,91.9988454934,67.4866393850,93.7233229341,103.9925611740,89.4030044096,81.5576892265,87.6686618753,76.4651866360,94.2421115333,75.4893376445,182324.9,263080,617847.7,386362,600940,245044,452507.8,371444,,9866300,381047.4,130220400,255259100,2811587.2,264324.1,7307894.0,363121.7,218698.673,3463694,534799.8,140744.7,395554,241316.2,632003.66379247,261567.35412994,479242.26789630,474373,,14177500,410798.73790396,128657400,305159900,4959009.2,301712.13233860,,,283839.39584048,4111947,914091.4,144308.4,395148,236997.1,448421.3,630463.25062935,267407.24708937,492097.70413656,470918,1376301900,417037.44132771,129243350,306367700,4973408.9,308878.62302709,,266342.12615674,4105184.5,906818.1,182652.8,262675,612552.6,376234,598982,253409,464704.9,370883,928589200,390852.8,133077200,253912600,2817070.9,270766.2,203574.880216,3467547.0,526313.3
2006-10-01,52.6510428959,86.9013349383,76.7956542938,93.3688030169,95.3740519467,95.4885361140,95.1497327217,92.0065674003,69.6435668061,94.0034828633,104.0673829741,89.7629387004,82.0719507313,91.2585413384,77.4354925023,94.5800551583,76.2627782057,190691.5,281501,655354.9,383763,623300,266246,481459.7,379356,,11194300,419662.3,141428300,266855700,2863989.7,303606.4,7434214.3,333884.1,219815.148,3557633,542752.3,143198.5,416753,240693.9,651381.29813290,278963.75300702,505470.36270335,481352,,15871100,431000.83796188,134613900,321680600,5010132.4,333687.49229697,,,286558.47819307,4201000,939667.3,147357.9,400077,240049.8,450207.0,640012.57749369,269944.42904926,495119.40535185,473372,1398245400,422509.11756868,131000550,308755400,4990872.6,304383.52320056,,272358.03039620,4140466.5,919357.8,192053,269680,635138.7,378691,610393,257766,471094.2,372847,973546100,397164.6,134983575,256921700,2844788.2,277751.8,210814.666856,3509890.0,539058.3
2007-01-01,54.2667400959,87.9059348184,77.8114852391,94.7679899432,96.2102548939,96.8226811047,95.5951974025,92.1767695484,71.6074476411,94.4634580018,103.7629145317,90.5253140675,83.3755450638,89.7542915076,77.4742655294,95.4790904677,78.9865493707,193596.9,264951,631423.0,371449,607990,256341,474608.5,374219,,11780600,380910.6,133647600,252586300,2857703.5,272905.4,6718584.8,347752.7,191184.952,3482006,557505.7,144211.7,389343,237982.4,631655.14747601,265138.49739011,497288.67718474,475383,,16751500,411423.11257199,132214300,300605500,4936402.7,303034.45347487,,,252072.96450010,4063753,914058.5,150783.4,405787,244676.1,453080.3,640430.74272429,272428.91875059,498982.51838079,477823,1420985900,421333.93438346,131852850,313924100,5025086.9,317980.47965825,,277323.33653856,4152922.5,934285.1,202548,276691,655942.6,386819,616147,263773,476992.6,377049,1017279000,397997.9,135464300,263441300,2909785.4,285376.3,214765.470176,3553912.8,567376.2
2007-04-01,56.3362972905,88.5917810372,78.8263130708,95.6411410582,96.5136242802,97.2517576195,96.1939535724,93.7565395977,72.7592629096,94.9481495355,103.7601443117,91.0555294830,84.7453049823,90.9418538836,78.2611132791,96.1430817977,79.6177677340,226087.6,279491,670654.7,391488,614050,272717,483472.9,378223,,11068200,403630.6,133684200,268345300,3005466.7,285685.6,7689224.4,374121.8,214335.140,3613882,571947.5,168655.1,407729,248459.0,639252.85292733,277826.39557672,502538.16053568,467608,,15253000,428397.03472826,128525100,320445500,5127366.4,313915.07608855,,,273641.70860538,4184414,938671.2,154003.6,408366,248375.2,457455.8,645867.57250818,274887.55941941,502368.64781528,481314,1444669500,422331.31607812,131908275,319355900,5059450.7,322222.14324637,,277408.01864986,4178328.5,941942.1,214763.2,280622,674543.6,394153,623337,267333,483237.4,386313,1050869800,400987,135517625,269569300,2977815,293009.3,217012.927051,3600520.5,576597.5
2007-07-01,59.2217910555,88.9945571171,79.3086699455,95.6247468417,96.8316219063,97.2406745583,96.9826965785,93.8342950333,74.8896780847,95.7592999903,103.2654992313,91.5884778551,85.9846306904,91.2264523741,80.1053848859,96.6679366818,80.5656283312,228526.0,284924,691845.9,409243,630140,260915,477613.0,392022,,11307200,396310.1,131292700,275865800,3032355.2,290508.5,8786109.2,393357.1,239214.245,3637993,599258.0,152606.4,412251,255482.1,650614.55670863,270939.61680078,492820.47678757,490697,,15473400,417374.56874542,130503900,321816900,5066705.1,319070.72426872,,,294166.38453306,4208612,959477.4,156215.0,412970,251012.0,459169.8,649143.63778085,276997.23814939,504507.00671661,484544,1467445700,423033.02047923,131193350,323104600,5077616.6,327824.88773335,,279034.72428722,4202396.8,952981.1,229005,285076,685876.2,395562,628563,269354,489273.5,389228,1098692400,405084.6,134140600,274329900,3032211.1,299037,223429.511648,3641029.3,590299.8
2007-10-01,62.9195318423,90.3066826169,80.1834814353,96.8427690751,97.1898577368,98.6855063753,97.5736152386,93.9575681579,78.1339679519,97.3348582669,102.8537577316,92.2658459649,88.3601997936,93.0101255881,80.5932825973,97.0600251009,82.4108716479,248769.6,304598,726339.3,405481,647370,285566,505665.4,400173,,12985900,433988.5,140657200,292862800,3151227.8,338408.6,9675310.6,443595.8,242980.077,3740350,617938.6,156469.2,433573,256675.3,663718.86049909,289152.24858894,517270.75919010,497406,,17545100,431513.54580288,135437900,343590600,5120553.1,364454.45216780,,,302456.87098994,4305666,983486.9,160940.6,414770,254797.9,459773.3,653325.83367305,278743.04203716,505574.88187752,487413,1480154000,421669.87571827,131769650,330073800,5089533.7,332125.95915578,,288612.86763593,4228797.8,966485.6,250663.9,290540,703900.6,401127,634953,275079,493296.6,392047,1156215800,410422.8,134192650,282319700,3123297.7,308883.9,232506.504915,3678764.5,612376.4
2008-01-01,67.2077346053,91.7247974186,83.4099461096,98.7476465073,97.1563098772,99.3905845193,98.3679974541,94.8149034072,83.2763674275,96.8911141140,102.6585621143,92.1937664756,89.1642678323,93.5009710165,83.7792715775,97.4195794707,85.0557294743,258089.2,284985,712055.2,389660,626240,267967,494898.6,395404,1207305400,13639300,392340.1,132851300,271693800,3074479.2,302030.8,8929851.5,492351.1,219835.022,3657487,620116.4,154180.1,400995,252636.0,644132.10899804,271434.72519264,504034.35555300,486965,1475278000,18229900,414848.28317437,132804700,318145900,4975733.1,322189.46409754,,,270349.72851135,4182537,949046.8,162413.4,419059,257614.6,460118.3,657508.02035194,279359.44204309,508069.74664546,489783,1512147100,426628.84395736,132219075,331402000,5091914.2,336892.43843202,,294692.47505167,4210750.8,970544.9,270197.8,298154,740319,409324,638797,277657,499766.8,397548,1258948400,413356.4,134394800,283234300,3153193.5,314970.3,246789.227804,3676634.5,634684.3
